year,category,question,answer,analysis,index,score
2010,（新课标Ⅰ）,"35. --- Was he sorry  for what  he’d done ?   ---          . 
A. No wonder  B. Well  done  C. Not really  D. Go ahead
",C,"【解答】 答案 C．A项""难怪， …不足为奇 ""；B项""做得真棒 ""；D项 通常意为  
""说吧！做吧！ ""；C项 根据句意 ：上文 ""他为他所做的事道歉了吗 ""下文意思为事
实上 ""没有 ""，因此要表达否定意义， C项符合语境． Not really，意为 ""不很 ""或者
表示语气很强的否定，意为 ""真的没有 """"的确没有 ""．故选： C． 
【点评】
",14,1
2010,（新课标Ⅱ）,"6. --- Is it all right  if I keep  this photo？   --- _______ .  
A. No, you don’t    B. No, it shouldn ’t    C. I’m afraid  not    D. Don’t keep  it
",C,"【解答】 答案 C. A项""不，你不要（保存照片） ""；B项""不，这不应该 ""；D项""
不要保存 ""；根据上句句意 ""我可以保存这张照片吗？ ""可知，下句是作出回答，
四个选项都是否定回答， 但A、B和D三项拒绝地都太生硬，语气不委婉，不
  符合英语表达的习惯， 因此 C项符合语境， 故选 C.  
【点评】
",15,1
2010,（新课标Ⅱ）,"7. Tom  was about  to close  the windows_____his  attention  was caught  by a bird.  
A. when  B. if C. and D. till
",A,"【解答】 答案 A. be about  to do…when… 正要做 …突然 . when作并列连词，相当
于and at that time. 根据句意 ：汤姆正要关窗户 ""突然 ""他的注意力被一只鸟吸引了 . 
故选 A.  
【点评】
",16,1
2010,（新课标Ⅱ）,"8. My mother  opened  the drawer  to _________  the knives  and spoons .  
A. put away  B. put up C. put on D. put together
",A,"【解答】 答案 A. put away""放好，收好 ""；put up""举起，搭建，张贴 ""；put on""播
放，上演，增加，穿上 ""；put together""组合，装配 "". 根据句意 ，to _____  the knives  
and spoons是目的状语，妈妈打开抽屉是为了 ""收好 ""刀和汤匙 . 故选 A.  
【点评】
",17,1
2010,（新课标Ⅱ）,"9. Barbara  is easy to recognize  as she’s the only of the women  who ____  evening  
dress .  
A. wear  B. wears  C. has worm  D. have  worm
",B,"【解答】 答案： B 此题考查主谓一致和时态， the only one of …. 为先行词时，
定语从句修饰的是 one，即who代替的是 one，而非后面的复数 women，根据主
谓一致的原则，定语从句的谓语动词应该用单数， 排除 A/D；根据前句中的 ""is""
以及句意 ，可以看出句子表示只是个人穿着方面的一种习惯性动作 ，因此只须一
般现在时即可， 由此可以排除 C，所以正确答案为 B.  
【点评】
",18,1
2010,（新课标Ⅱ）,"10. --- Have  you finished  the book？ 
  --- No. I’ve read up to _____  the children  discover  the secret  cave.  
A. which  B. what  C. that D. where
",D,"【解答】答案 D. _____  the children  discover  the secret  cave是介词宾语从句 ，在介
词宾语从句中不缺少任何成分，结合句意， 用where表示 …地方 . 故选 D.  
【点评】
",19,1
2010,（新课标Ⅱ）,"11. Though  ______  to see us, the professor  gave  us a warm  welcome .  
A. surprise     B. was surprised     C. surprised     D. being  surprised
",C,"【解答】 答案： C 本题考查让步状语从句中的省略 . 过去分词作状语表示分词与
句子主语为被动关系 . 表示某人感到惊讶应该用 surprised 的形式所以可以排除
A和D两项 . 当从句中的主语和主句中的主语一致 ，可以省略从句中的主语和 be
动词，不能单独省略主语， 可排除 B. 所以，本句补全之后应该是： Though  the 
  professor  was surprised  to see us，the professor  gave  us a warm  welcome . 故本题选
择C.  
【点评】
",20,1
2010,（新课标Ⅱ）,"12. Neither  side is prepared  to talk to _____  unless  we can smooth  thing  over between  
them .  
A. others  B. the other  C. another  D. one other
",B,"【解答】 答案 B.  根据句意， neither（两者之中没有一个）可知是 ""两者 ""，故选
the other，表示两者中的另外一个 . others泛指其他人； another另一，又一； one 
other无此搭配 . 故选 B.  
【点评】
",21,1
2010,（新课标Ⅱ）,"13. The island  is ____  attractive  in spring  and autumn  because  of the pleasant  weather  
in both seasons .  
A. partly  B. merely  C. nearly  D. equally
",D,"【解答】 答案： D，本题考查副词辨析 . A. partly  部分的， B. merely  只是，仅仅
，C. nearly  几乎的， D. equally  相等的，同样的 . 根据题干的意思：这个岛屿在
春天和秋天都同样的（ equally）迷人，因为这两季的惬意的天气 . 所以本题选择
D.  
【点评】
",22,1
2010,（新课标Ⅱ）,"14. The doctor  thought  ____  would  be good  for you to have  a holiday . 
A. this B. that C. one D. it
",D,"【解答】 答案 D. 本题 to have  a holiday是真正的宾语， thought后面缺少一个形
式宾语， 所以用 it做形式宾语 . 故选 D.  
【点评】
",23,1
2010,（新课标Ⅱ）,"15. Linda , make  sure the tables  ____  before  the guests  arrive .  
A. be set B. set C. are set D. are setting
",C,"【解答】答案： C. make  sure后面加宾语从句 . 根据动词 set与其逻辑主语即句子
的主语 the tables之间的关系可知， set tables桌子是被摆放的，所以需用被动语
态，排除选项 B和D；另外根据题干中的 make  sure可知，后面跟陈述语气的宾
语从句，不接虚拟语气， 所以排除选项 A. 故选 C.  
【点评】
",24,1
2010,（新课标Ⅱ）,"16. I refuse  to accept  the blame  for something  _____  was someone  else’s fault.  
A. who  B. that C. as D. what
",B,"【解答】 答案： B 本句中含有定语从句， what不可以引导定语从句， 所以排除
D. 从句中缺少主语，所以应该用关系代词，当先行词是事物时，定语从句的关
系代词可用 that 或which，可以排除 who. 但本句中先行词是不定代词 something
，所以只能用关系代词 that. as作为关系代词时 ，先行词前面应有 such或so、the 
same修饰，或代替一句话，不符本题题干 . 故选择 B.  
【点评】
",25,1
2010,（新课标Ⅱ）,"17. I’m afraid  Mr. Harding  ____  see you now, he’s busy .  
A. can’t B. mustn ’t C. shouldn ’t D. needn ’t
",A,"【解答】答案 A. can't ""不能，不可能 ""；mustn 't ""禁止，不允许 ""；shouldn 't ""不应
该""；needn 't ""不需要，没必要 "". 根据句意，他在忙，说明他现在 ""不能 ""见你 . 故
选A.  
【点评】
",26,1
2010,（新课标Ⅱ）,"18. --- Can I help you? Are you looking  for anything  in particular  today ? 
--- _____ , we’re just looking .  
A. Yes, pleas e    B. No, thank  you    C. Yes, you can    D. No, you needn ’t
",B,"【解答】 答案 B. A项""好的，请吧 ""；C项""是的，你可以的 ""；D项""不，你没有
必要 ""；B项""不，谢谢 ""；由语境可知，对方显然是提供帮助，如果接受帮助则
说""Yes，please . ""如果不接受帮助要说 ""No，thank  you. ""，根据句意 ""我们只不过
是看看 ""可知，这里是不需要帮助，礼貌地拒绝， 因此 B项符合语境， 故选 B.  
【点评】
",27,1
2010,（新课标Ⅱ）,"19. Excuse  me, I      I was blocking  your way. 
A. didn’t realize     B. don’t realize     C. haven ’t realized     D. wasn ’t realizing
",A,"【解答】答案： A. ""Excuse  me""说明我现在已经意识到了（ realize）我正挡着你的
路，所以没有意识到 ""not realize""这个动作应该发生在过去 ，明显是刚刚发生的动
作，故didn't realize符合语境， 所以选 A.  
【点评】
",28,1
2010,（新课标Ⅱ）,"20. Mr. Black  is very happy  because  the clothes  made  in his factory  have  never  been  
      .  
A. popular     B. more  popular     C. most  popular     D. the most  popular
",B,"【解答】答案：B，选项中 A为原级， C和D项表示最高级，根据题干可知，衣
服从来没有比现在受欢迎过，也就是说现在是最受欢迎的，在英语句型中，
never/not 加形容词比较级 =形容词最高级，所以本题选择比较级， B选项 .  
【点评】
",29,1
2011,（全国卷ii）,"6. --- Did you forget  about  my birthday ? 
---         I’ve booked  a table  at Michel ’s restaurant  for this evening . 
A. What  then?    B. I’m afraid  so.    C. How could  I?    D. For sure.
",C,"【解答】答案：C．本题考查交际用语 ．How  could  I？表示 ""我怎么会呢？ ""．What  
then？""那便会怎么样呢？ ""，I'm afraid  so．""恐怕是这样． ""，For sure．""肯定；确
定．""根据 ""I've booked  a table  at Michel's  restaurant  for this evening．""可知，答话人
并没有忘记对方的生日， 因此选择 C． 
【点评】
",30,1
2011,（全国卷ii）,"7. Ted came  for the weekend  wearing  only some  shorts  and a T-shirt,        is a 
stupid  thing  to do in such weather . 
  A. this B. that C. what  D. which
",D,"【解答】答案： D．分析句子结构可知，本句为非限定性的定语从句；由于关系
词指代的是前一句话的内容，在该从句中作主语； 由于 A与C不是关系词； C．
  不能用于非限定性的语从句中； 故选 D． 
【点评】
",31,1
2011,（全国卷ii）,"8. If you_______smoke , please  go outside . 
A. can B. should  C. must  D. may
",C,"【解答】 答案： C．本题考查情态动词的用法． can 能，会； may 可以，可能；
must  必须，非要； might  可以，可能， 是may的过去式形式．根据句意可知，
这里表示的是如果你非得要吸烟这个意思， 故选 C． 
【点评】
",32,1
2011,（全国卷ii）,"9. If you don’t like the drink  you ________ , just leave  it and try a different  one. 
A. ordered  B. are ordering  C. will order  D. had ordered
",A,"【解答】 答案是 A．考查动词时态， 分析题干可知 you drink  是定语从句，先行
词是 drink，饮料是在喝之前点的 ，发生在过去 ，所以要用过去时 ，故答案是 A． 
【点评】
",33,1
2011,（全国卷ii）,"10. Mary , I       John  of his promise  to help you. 
A. told B. reminded  C. warned  D. advised
",B,"【解答】答案：B．A．tell告诉，常用 tell sb to do；B．remind  提醒，用法为 remind  
sb of sth或remind  sb to do；C．warn  警告，提醒； 也有 warn  sb of sth的用法，
但它侧重 ""警告 ""的意思； D．advise建议，用法： advise  sb to do；所以结合句意
答案应该选 B． 
【点评】
",34,1
2011,（全国卷ii）,"11. I got this bicycle  for ______ . My friend  gave  it to me when  she bought  a new one. 
A. everything  B. something  C. anything  D. nothing
",D,"【解答】 答案：D．A．everything"" 一切，所有事物 ""； B．something"" 某事某物 ""
，表示不确指； C．anything"" 任何东西 ""；D．nothing  表示什么都没有．根据句
意，我朋友买了新的自行车，把原来的自行车给了我，所以 ""I got this bicycle  for 
______．""应该是我没花钱，白得了一辆自行车． 故选 D． 
【点评】
",35,1
2011,（全国卷ii）,"12. It is one thing  to enjoy  listening  to good  music , but it is       another  to play it 
well yourself . 
A. quite  B. very C. rather  D. much
",A,"【解答】 答案 A．考查副词辨析．句意为 ""欣赏好的音乐是一回事，但是亲自把
它演奏好完全是另一回事 ．""表示 ""很，非常 ""时，very用来修饰形容词 、副词，much
用来修饰形容词或副词的比较级 ．quite和rather都可修饰名词 ，但rather多用于
贬义． another指的是 another  thing，这个名词受 quite的修饰．  
【点评】
",36,1
2011,（全国卷ii）,"13. Jane won’t join us for dinner  tonight  and        . 
A. neither  won’t Tom    B. Tom  won’t either    C. Tom  will too   D. so will Tom
",B,"【解答】 答案是 B．本题考查否定结构；根据语境 ""Jane今晚不和我们一起吃晚
饭，Tom也不会．""，排除 C和D；因为 too 和so用在肯定句中表示 ""也""；neither
表示 ""也不 ""，不需要再与否定词连用， 故排除 A；either表示 ""也""，常常出现在
否定句中， 故选 B． 
【点评】
",37,1
2011,（全国卷ii）,"14. This shop  will be closed  for repairs        further  notice . 
A. with B. until C. for D. at
",B,"【解答】 答案 B．with 和，跟；随着；关于；  和…一致； for为了，由于； at （
表示位置）在；  在（某时间或时刻）；  until 到…为止；  在…以前．结合句意
""直到另行通知为止 ""可知 until符合句意， 故选 B项．  
【点评】
",38,1
2011,（全国卷ii）,"15. The island ,          to the mainland  by a bridge , is easy to go to. 
A. joining     B. to join    C. joined     D. having  joined
",C,"【解答】答案：C．此处在句中作后置定语， 修饰名词 The island；由于动词 join
与该名词构成被动关系，表示已经完成的动作， 故用过去分词形式 ；A．现在分
词作定语时， 与其修饰词构成主谓关系 ；B．动词不定式作后置定语，表示将要
完成的动作， 并且与其修饰词之间不能用逗号隔开 ；D．现在分词的完成式通常
  表示伴随的状况，不能做后置定语； 故选 C． 
【点评】
",39,1
2011,（全国卷ii）,"16. As he reached         front  door, Jack saw         strange  sight . 
A. the; 不填  B. a; the C. 不填 ; a D. the; a
",D,"【解答】 答案： D．本题第一个空后面的名词 door有front修饰，所以要用 the
表示 ""特指 ""，sight此处指 ""景色，景观 ""，是可数名词， 前面用不定冠词 a表示 ""
泛指 ""． 
【点评】
",40,1
2011,（全国卷ii）,"17. Mr. Stevenson  is great  to work  for --- I really  couldn ’t ask for a_______  boss. 
A. better  B. good  C. best D. still better
",A,"【解答】 答案： A．考查比较级的否定用法． 否定词 couldn't与better连用，表
示""非常好 ""，相当于最高级． still better不能用于否定句中．  
【点评】
",41,1
2011,（全国卷ii）,"18. Sarah  pretended  to be cheerful , ______nothing  about  the argument . 
A. says B. said C. to say D. saying
",D,"【解答】 答案： D．此处在句中作伴随状语， 由于动词 say与其逻辑主语 Sarah
  构成主谓关系， 故此处应使用现在分词形式 ；A．动词的第三人称单数形式 ；B．
动词的一般过去时； A．与B．在句中只能作谓语； C．动词不定式，不能作伴
随状语； 故选 D． 
【点评】
",42,1
2011,（全国卷ii）,"19. It was a nice meal ,         a little expensive . 
A. though  B. whether  C. as D. since
",A,"【解答】 答案： A．though，虽然，尽管；  即使；纵然．根据句意 ""这顿饭很可
口""与后面 ""有点贵 ""，判断可知之间为让步关系 ，故though符合句意 ． 其余选项
：B whether，是否；不管；无论； C as，像，像 …一样；  由于；  同时，当 …时
；D since，自从 …以来；  自从 …的时候起；  既然；  因为；均不符合句意．故
选A项．  
【点评】
",43,1
2011,（全国卷ii）,"20. --- So you gave  her your phone ? 
--- ______ , she said she’d return  it to me when  she could  afford  her own. 
A. My pleasure  B. Not exactly  C. No doubt  D. All right
",B,"【解答】 答案： B．分析各个选项 A．My pleasure不用谢， B．Not exactly  不确
切， C．No wonder难怪， D．All right好的，结合语境可知 B符合题意．  
【点评】
",44,1
2011,（新课标）,"21. — We could  invite  John  and Barbara  to the Friday  night  party.  
— Yes, _______?  I’ll give them  a call right  now.  
A. why not     B. What  for      C. why       D. what
",A,"【解答】答案 A．B项""为何？ ""；C项""为什么 ""；D项""什么 ""；A项""为什么不呢？
""；""why  not""表示同意对方的意见 ．分析语境可知 ，""why  not""完整表达为 ""why  not 
invite  them  tothe  Friday  night．""．根据句意 ""为什么不呢？我们现在就给他们打电
话""可知，同意对方的建议（ 邀请 John和Barbara来参加周五晚上的聚会），因
此A项符合语境， 故选 A． 
【点评】
",45,1
2011,（新课标）,"22. Try _______  she might,  Sue couldn’t  get the door open.  
A. if         B. when          C. since        D. as
",D,"【解答】 答案： D．根据句意可知，前后之间是让步关系， as作""虽然 ""之意时，
从句需要倒装 ，将表语、状语或者动词位于句首 ，后接 as，再加上其他内容 ．所
以本题选择 D． 
【点评】
",46,1
2011,（新课标）,"23. Planning  so far ahead  _______no  sense  --- so many  things  will have  changed  by 
next year.  
A. made         B. is making      C. makes         D. has made
",C,"【解答】答案： C．该句中没有明显的时间状语，根据句意，该句所表达的是一
般的道理，所以用一般现在时态．故选： C． 
【点评】
",47,1
2011,（新课标）,"24. I wasn’t  sure if he was really  interested  or if he _______polite.  
A. was just being      B. will just be     C. had just been       D. would  just be
",A,"【解答】答案：A．A项是过去进行时 ；B项是一般将来时 ；C项是过去完成时 ；
D项是过去将来时 ．因为前一分句是一般过去式 ，后一分句也应该是过去的相应
时态，由句意知 ，是当时正在做 ，而不是将要做或发生在当时的动作之前 ，所以
用过去进行时 ，排除 B、D两项．C项主要是 ""过去的过去 ""，与句意不符 ．故选
A． 
【点评】
",48,1
2011,（新课标）,"25. — Someone  wants  you on the phone.    — _______nobody  knows  I am here.  
A. Although         B. And        C. But        D. So
",C,"【解答】 答案： C A项""虽然，尽管 ""，引导让步状语从句； B项""和，并且 ""，并
列连词，连接并列句， 表示顺承关系 ；C""但是 ""，转折连词， 表示转折 ；D""因此
""，因果连词 ，表示原因 ．因为此句是简单句 ，所以排除 A项．通过 ""nobody  knows  
I am here""可知，此处是转折． 排除 B、D两项．故选 C项．  
【点评】
",49,1
2011,（新课标）,"26. I can _______the  house  being  untidy,  but I hate it if it’s not clean.  
A. come  up with      B. put up with     C. turn to      D. stick  to
",B,"【解答】答案：B．come  up with""提出，想出 ""；put up with""忍受，容忍 ""；turn to""
转向；求助于 ""；stick  to""坚持；粘住 ""．根据题干中转折连词 but可知，前一句的
意思应与后一句的 hate""讨厌 ""之意相反 ，即""不讨厌 ""，所以 put up with""忍受，容
忍""之意与语境相符． 故选 B． 
【点评】
",50,1
2011,（新课标）,"27. The next thing  he saw was smoke  _______from  behind  the house.  
A. rose         B. rising          C. to rise      D. risen
",B,"【解答】答案：B．本题考察非谓语动词的用法， 先分析句子的主干为 ：The next 
thing  was smoke．risng与所修饰的名词 smoke之间的关系是主动的关系， 故用
rising  from  behind  the house  做后置定语． 故选 B． 
  【点评】
",51,1
2011,（新课标）,"28. Only  when  he reached  the tea-house  _______it  was the same  place  he’d been  in 
last year.  
A. he realized     B. he did realize     C. realized  he   D. did he realize
",D,"【解答】 答案： D．本题考查倒装句式． 本句中 only位于句首，强调时间状语 ，
主句需要部分倒装 ，根据句意 ，主句应该用一般过去时态 ，所以借助于助动词 did
，将did和主语颠倒． 故本题选择 D． 
【点评】
",52,1
2011,（新课标）,"29. When  Alice  came  to, she did not know  how long she _______there.  
A. had been  lying     B. has been  lying     C. was lying     D. has lain
",A,"【解答】 答案： A．A项是过去完成进行时； B项是现在完成进行时； C项是过
去进行时； D项是现在完成时． Alice醒过来是过去的动作，她躺在那儿应该是
在醒过来之前，并且醒过来时还在那躺着．过去完成进行时表示 ""发生在过去之
前的动作一直持续到当时，并且再继续下去 ""．由句子的时间状语可知，应该用
过去完成进行时． 故选 A． 
【点评】
",53,1
2011,（新课标）,"30. The form  cannot  be signed  by anyone  _______yourself.  
A. rather  than      B. other  than       C. more  than     D. better  than
",B,"【解答】答案：B．A项""而不是 ""；B""除了 ""；C""多于，不仅仅 ""；D""好于 ""．由cannot  
be signed  by anyone可知，只能由你本人签字 ．所以是 ""除了 ""你自己．故选 B项． 
【点评】
",54,1
2011,（新课标）,"31. The prize  will go to the writer  _______story  shows  the most  imagination.  
A. that         B. which         C. whose        D. what
",C,"【解答】答案 C．通过分析句子成分可知 ，这是一个定语从句 ，先行词是 the writer
，关系词在从句中充当 story的定语， 所以本题应该选择 C． 
【点评】
",55,1
2011,（新课标）,"32. They  _______have  arrived  at lunchtime  but their flight  was delayed.  
A. will          B. can        C. must         D. should
",D,"【解答】答案： D．根据 but后""their  flight  was delayed""可知是过去时态， 故排除
A；can have  done表示对过去或已经发生的事情的推测，通常用于否定和疑问句
中，故排除 B；must  have  done表示过去一定做过某事，对过去情况的推测，不
符合题意；should  have  done表示本应该做某事而没有做 ．根据 ""but their flight  was 
delayed""这样的结果可以推断出他们本应该到达却没有到达， 故选 D． 
【点评】
",56,1
2011,（新课标）,"33. It is generally  accepted  that _______boy  must  learn  to stand  up and fight  like 
_______man.  
A. a; a        B. a; the        C. the; the       D. a; 不填
",A,"【解答】答案： A．boy和man都是可数名词，并且泛指一类人，所以前面都加
不定冠词 a．故选 A． 
【点评】
",57,1
2011,（新课标）,"34. William  found  it increasingly  difficult  to read,  for his eyesight  was beginning  to 
_______.  
A. disappear        B. fall        C. fail        D. damage
",C,"【解答】答案 C．A选项 ""消失 ""；B选项 ""落下；跌倒；陷入 ""；D选项 ""破坏 ""；C
选项 ""失败，不及格，（指健康）衰退；变弱；消失 ""；根据句意 ""他的视力开始
衰退 ""可知 C项符合语境， 故选 C． 
【点评】
",58,1
2011,（新课标）,"35. — Artistic  people  can be very difficult  sometimes.  
— Well,  you married  one. _______.  
A. You name  it          B. I’ve got it  
C. I can’t  agree  more        D. You should  know
",D,"【解答】 答案 D．A项常用于口语中 ""凡你想得起的，凡是你说的出的，不管什
么；你说了算 ""；B项""我懂了，明白了 ""；C项""我完全同意 ""；D项""你应该知道 ""
； 
由上句的句意 ""艺人有时也很难相处 ""可知，这里陈述了一个情况，下句的句意 ""
  你嫁（娶）的就是艺人，你应该知道 ""艺人有时可能难相处 ""这个情况 ""，是对上
句的一个承接． 因此 D项符合语境， 故选 D． 
【点评】
",59,1
2012,（新课标）,"21. — Which  one of these  do you want?     —        . Either  will do. 
A. I don’t mind       B. I’m sure       C. No problem        D. Go ahead
",A,"【解答】答案 A．B项""我肯定 ""；C项""没问题 ""；D项""1．表示同意对方的请求 ，
根据情况可译为：说吧，做吧，开始吧，进行吧． 2．表示请对方继续说、继续
做等，通常可译为：继续 …吧． 3．表示请对方先走或先做某事，其意为：你先
走一步，你先请 ""．A项""我不介意 ""；根据句意 ""（两个）随便哪一个都行 ""可知，
并不介意． 因此 A项符合语境， 故选 A． 
【点评】
",60,1
2012,（新课标）,"22. Sarah  looked  at         finished  painting  with         satisfaction.  
A. 不填 ; a          B. a; the          C. the; 不填         D. the; a
",C,"【解答】 答案 C．第一空特指 ""已经画完的画 ""；第二空考查介词短语 with 
  satisfaction 意为：满意地，作状语． 此处 satisfaction 为抽象名词，在此短语中不
用冠词． 选C． 
【点评】
",61,1
2012,（新课标）,"23. “Life is like walking  in the snow ”, Granny  used to say, “because  every  step  
       . 
A. has shown         B. is showing         C. shows           D. showed
",C,"【解答】答案 C．这题是直接引用了过去奶奶常常说的一句话 ，句子的内容是生
活哲理．所以用一般现在时． 故答案选 C． 
【点评】
",62,1
2012,（新课标）,"24. It is by no means  clear          the president  can do to end the strike.  
A. how             B. which             C. that            D. what
",D,"【解答】 答案 D．题干中 by no means表示 ""绝不 ""相当于一个否定词．所以题干
就可以简化为句型 ""it+be（not）+adj.+引导词 +从句 ""，即it 为形式主语的主语从
句．简化从句 ，去掉目的状语 to end the strike后，可以很清楚地看出从句中谓语
动词 do后缺少宾语 ，即所要填的引导词充当宾语成分 ．在主语从句中 how充当
方式状语 ，that不充当成分 ，A和C都可直接排除 ．which和what虽然都可以充
当宾语，但它们的区别就在于 ，which表示有范围的选择 ""哪一个 ""，而what没有
范围表示 ""什么 ""．根据句意 ，该题没有可供选择的范围 ，故排除 B，所以选择 D
． 
【点评】
",63,1
2012,（新课标）,"25. I don’t believe  we’ve met before,          I must  say you do look familiar.  
A. therefore          B. although           C. since            D. unless
",B,"【解答】 答案 B．A项""因此 ""；B项""尽管，虽然 ""；C项""既然，自从 ""；D项""除
非""．因为主句的 ""don ’t believe""与从句的 ""do look familiar""意思相反 ，前后意思转
折，所以用表转折的连词， 故选 B项．  
【点评】
",64,1
2012,（新课标）,"26. The result  is not very important  to us, but if we do win, then so much         .  
A. the best          B. best              C. better           D. the better
",D,"【解答】 答案 D．So much  the better常常和 if条件句连用，意为 ""如果 …那就更
好了 ""，其反义短语为 so much  the worse，意思是那就更糟糕了． 故选 D． 
【点评】
",65,1
