year,category,question,answer,analysis,index,score
2012,（新课标）,"4．（ 2分）理学家王阳明说： “士以修治，农以具养，工以利器，商以通货，各
就其资之所近 ，力之所及者而业焉 ，以求尽其心 ，其归要在于有益生人 （民）
之道，则一而已 ……四民异业而同道。 ”在此，王阳明（ 　　） 
A．重申传统的 “四民 “秩序 ” B．主张重新整合社会阶层   
C．关注的核心问题是百姓生计  D．阐发的根本问题是正心诚意
",D,"材料中王阳明认为知识分子应该注重修养 ，农民提供粮食供养社会的发
展，商人促进了商品的流通，每个阶层的人都力所能及地促进本业的发展，
以求尽到自己的心意，故四个阶层的人虽然从事的行业不同，但本心是一样
的。王阳明认为良知是存在于人心中的天理，是人所固有的善性，即正心诚
  意就是得道，就是明理。 故D项正确。  
材料强调 “四民异业而同道 ”，而不是维护传统 “四民 ”的秩序， 故A项不正确。  
B项不符合题意信息，应排除。  
C项是对材料的片面理解，应排除。  
故选： D。
",23,4
2012,（新课标）,"5．（ 2分）清代内阁处理公务的案例 “积成样本四巨册 ”，官员 “惟揣摹此样本为
急”，时人称之为： “依样葫芦画不难，葫芦变化有千端。画成依旧葫芦样，
要把葫芦仔细看。 ”这反映出当时（ 　　） 
  A．内阁职权下降导致官员无所事事   
B．政治体制僵化官员拘泥规制   
C．内阁机要事务繁忙官员穷于应付   
D．皇帝个人独裁官员惟命是从
",B,"题干中的 “惟揣摹此样本为急 ”的这种依样画葫芦反映清代内阁官员拘泥
规制，说明政治体制的僵化， 故B项符合；ACD项内容在题干中都无从反映
，故排除。  
故选： B。
",24,4
2012,（新课标）,"6．（ 2分）梁启超在论述中国古代专制政治发展时说： “专制权稍薄弱，则有分
裂，有分裂则有力征，有力征则有兼并，兼并多一次，则专制权高一度，愈
积愈进。 ”从中国古代历史整体来看，这一论述中可以确认的是（ 　　） 
A．君主专制是国家统一的决定因素   
B．分裂动荡导致专制权力产生   
C．武力夺取政权有利于国家统一   
D．专制程度随着历史进程而不断加强
",D,"A．从材料可以看出，专制在一定程度上能够促进统一，但不能看出是
决定因素。  
B．选项表述和材料正好相反，材料的意思是专制能够促进统一。  
C．材料并没有涉及到武力统一和夺权斗争。  
D．从材料可以看出 ，专制程度的发展和国家统一的程度成正比 ，体现了专制程
度，随着历史进程而不断加强。  
故选： D。
",25,4
2012,（新课标）,"7．（2分）1895年，身为状元的张謇开始筹办纱厂 ，他称自己投身实业是 “捐弃
所恃，舍身喂虎 ”。这反映出张謇（ 　　） 
A．毅然冲破视商为末业的传统观念   
B．决心投入激烈的民族工商业竞争   
C．预见到国内工商业发展前景暗淡   
D．具有以追求利润为目的冒险精神
",A,"“状元实业家 ”发出的 “舍身喂虎 ”的感叹，实际上是反映了当时社会的重
农抑商意识，体现了 “实业救国 ”精神与 “重农抑商 ”传统的冲突。 故选 A。 
B项错误，舍身喂虎并不是指的民主工业之间的竞争；  
C项体现不出 “预见到国内工商业发展前景暗淡 ”； 
D项错误，民族实业家是以实业救国作为己任。  
故选： A。
",26,4
2012,（新课标）,"8．（ 2分） 1920年12月，毛泽东在致朋友的信中说： “我看俄国式的革命，是
无可如何的山穷水尽诸路皆走不通了的一个变计，并不是有更好的方法弃而
不采，单要采这个恐怖的方法。 ”这表明在当时中国共产党早期组织成员看来
（　　） 
A．俄国革命道路必须与中国实际相结合   
B．在中心城市进行武装暴动是当务之急   
C．暴力革命是进行社会改造的必然选择   
D．改良仍旧是改造社会行之有效的方法
",C,"从题干中的时间信息入手，联系相关重要历史事件，知道 “俄国式的革
命”是指俄国十月革命 ，由题干中的 “诸路皆走不通了的一个变计 ”可知，中国
民主革命必须采用暴力革命的方式， C项正确；从时间信息上看， AB项与题
干的历史阶段特征不符，排除， D项的改革主张与题干观点相背，排除。  
故选： C。
",27,4
2012,（新课标）,"9．（ 2分） 1958年，美国一份评估中国 “二五 ”计划的文件认为，中国虽然面临
着农业生产投入不足与人口增长的压力，但由于中苏关系良好而可以获得苏
联援助，同时减少粮食出口，中国可以解决农业问题，工业也将保持高速发
展。这一文件的判断（ 　　） 
  A．对中美关系的急剧变化估计不足   
B．低估了苏联对华经济援助的作用   
C．符合中苏两国关系的基本走向   
D．与中国工农业发展状况不符
",D,"本题主要考查学生阅读史料，分析与判断的能力， “1958年”是解题的
关键，依据已学知识可知 1958年在经济上的 “左”倾错误影响下，出现了 “大
跃进 ”和人民公社化运动等 ，中国的工农业生产遭受重大损失而不是高速发展
，经济上的 “左”倾错误是造成当时中国工农业遭受重大损失的主要原因，由
此可得出作者的判断与中国工农业发展状况不符。 ABC项材料不能体现。  
故选： D。
",28,4
2012,（新课标）,"10．（ 2分）据统计， 1992年全国辞去公职经商者达 12万人，未辞职而以各种
方式投身商海者超过 1000万人，这种现象被称为 “下海潮 ”。这反映了 （　　） 
A．市场经济改革成为社会共识  B．多种经济成分开始共同发展   
C．城市经济体制改革全面展开  D．计划经济开始转向市场经济
",A,"下海经商 ，从事的是私营商业 ，下海潮体现了大家顺应改革潮流的一面
，A项题干意思符合；  
多种经济成分开始共同发展强调的是所有制结构， B项题干意思不符合；  
城市经济体制改革的目标有两个 ：公有制为主体、多种所有制并存和按劳分配为
主、多种分配方式并存， C项也不符合题干的意思；  
计划经济开始转向市场经济从 1978年后就开始了， D项与题干意思不符合。  
故选： A。
",29,4
2012,（新课标）,"11．（ 2分）古罗马法学家盖尤斯记述过一个案例：有人砍伐邻居家的葡萄树 ，
被告上法庭，原告虽提供了确凿证据，却输掉了官司。原因是原告在法庭辩
论中把 “葡萄树 ”说成了 “葡萄 ”而《十二铜表法 》只规定了非法砍伐他人 “树木 ”
应处以罚金。该案例说明当时在罗马（ 　　） 
A．不重视私有财产的保护   
B．法律具有形式主义特征   
C．审判程序缺乏公正性   
D．审判结果取决于对法律的解释
",B,"罗马法重视私有财产的保护， A项不符合史实；  
所谓形式主义 ，就是说做事情流于表面 ，着重于形式而非内容 ，虽然葡萄和葡萄
树在案例中的差别几乎没有 ，但由于罗马法的形式主义而只注重表面的解释 ，
也就是树木，所以被判败诉。根据所学知识，知晓公民法注重形式，程序繁
琐，缺乏灵活与变通。 故本题选 B； 
材料中把 “葡萄树 ”说成了 “葡萄 ”造成原告败诉 ，从情理上很容易让人误认为这不
公正，但是，这是法官严格按照法律规定执行造成原告败诉，并没因为法官
个人意志故意偏向被告，这并不是不公正， 故C项说法不正确；  
材料中的 “葡萄树 ”说成了 “葡萄 ”造成原告失败 ，很容易误认为是法律解释 ，其实
不然，这不是法官对法律的解释，而是法律原本就是这样规定的， D项说法
不正确。  
故选： B。
",30,4
2013,（新课标ⅰ）,"1．（ 4分）在周代分封制下，墓葬有严格的等级规定。考古显示，战国时期，
秦国地区君王墓葬规模宏大，其余墓葬无明显等级差别；在经济发达的东方
六国地区，君王、卿大夫、士的墓葬等级差别明显。这表明（ 　　） 
A．经济发展是分封制度得以维系的关键   
B．分封制中的等级规定凸显了君主集权   
C．秦国率先消除分封体制走向集权统治   
D．东方六国仍严格遵行西周的分封制度
",C,"题干通过设定分封制下墓葬有严格的等级规定这一历史事实为前提 ，提
供了战国秦国和东方六国中有无等级差别现象的对比，说明这些现象反映的
历史变化。 A项与随着经济发展，各国进行改革废除井田制从而使分封制崩
溃这一历史事实相悖，故排除。  
B选项中分封制下的等级关系的发展 ，分化了周王的权力 ，使周王室不再被诸侯
尊重，这与君主集权是对立的，故排除。  
秦国的墓葬显示在东方六国还维护着以等级为突出特征的分封制度的时候 ，而秦
国君主独尊之外无明显等级差别的时代，说明秦国率先消除分封体制走向集
权统治。 故C项正确。  
D项的表述不符合史实 ，因为早在春秋时期 ，东方六国中的齐国已经有不尊重周
王而称霸一时的行为，这已经违反了分封制下诸侯对周王要尽的义务。故排
除。  
  故选： C。
",31,4
2013,（新课标ⅰ）,"2．（ 4分）自汉至唐，儒学被奉为 “周（公）孔之道 ”，宋代以后儒学多被称作 “
孔孟之道 ”，促成这一变化的是（ 　　） 
A．宗法血缘制度逐渐瓦解  B．仁政理念深入人心   
C．程朱理学成为统治思想  D．陆王心学日益兴起
",C,"宋代朱熹将《论语 》《孟子》《大学》和《中庸 》合称四书并为此作注
解有密切关系，随着程朱理学成为官方统治学说，四书五经成为科举考试的
必考书目，孟子的地位也迅速上升， “孔孟之道 ”也成为理学的标志。 故C项
符合；  
A选项明显违背历史事实 ，中国的宗法血缘关系在整个封建社会都是维系统治的
主要纽带而不是逐渐瓦解，故排除；  
B项仁政的理念深入人心 ，只能说明儒学的一脉相承的延续性 ，而不能说明它的
变化，因此不符合题意，故排除；  
D项中陆九渊的心学产于南宋 ，陆王心学作为一个学派兴起于明代 ，所以 D项晚
于这个变化。故排除。  
故选： C。
",32,4
2013,（新课标ⅰ）,"3．（4分）有学者说 ，在古代雅典 ，“政治领袖和演说家根本就是同义语 ”。这一
现象是雅典（ 　　） 
A．政治体制的产物  B．社会矛盾缓和的反映   
C．频繁改革的结果  D．思想文化繁荣的体现
",A,"在分析 A项时学生要把选项中的表达转换为 “民主政体的产物 ”，这样学
生就能把雅典民主政治的相关内容与选项建立起关联，认识到在古代雅典为
了争取自己的观点被更多的人赞成，并在各级民主机构的投票中获得通过，
政治领袖们要千方百计的通过演说阐明自己的想法，必修三中智者学派宣扬
的诡辩术就是适应了这一政治需求而产生的。 故A项正确。  
B项表述不符合史实 ，正因为社会矛盾尖锐雅典才进行了一次又一次的改革 ，最
终古代雅典也在矛盾丛生中走向衰落。  
政治领袖与演说的结合不是改革的结果 ，这种结合推动着改革产生和发展 ，如梭
伦改革前就进行了激烈的辩论， 故C项不正确。  
D项中思想文化的繁荣与 “政治领袖和演说家 ”的结合没有必然的关联 ，政治领袖
与演说的结合体现出的是政治的需要。应排除。  
故选： A。
",33,4
