year,category,question,answer,analysis,index,score
2011,（新课标）,"2. （5 分) 下列函数中, 既是偶函数又在 $(0,+\infty)$ 上单调递增的函数是 $(\quad)$
A. $y=2 x^{3}$
B. $y=|x|+1$
C. $y=-x^{2}+4$
D. $y=2^{-\mid x}$
",B,"解：对于 $A . y=2 x^{3}$, 由 $f(-x)=-2 x^{3}=-f(x)$, 为奇函数, 故排除 $A$

对于 B. $y=|x|+1$, 由 $f(-x)=|-x|+1=f(x)$, 为偶函数, 当 $x>0$ 时, $y=x+1$, 是增函数，故 B 正确;

对于 $C . y=-x^{2}+4$, 有 $f(-x)=f(x)$, 是偶函数, 但 $x>0$ 时为减函数, 故排 除 C;

对于 D. $y=2^{-|x|}$, 有 $f(-x)=f(x)$, 是偶函数, 当 $x>0$ 时, $y=2^{-x}$, 为减函数 ，故排除 D.

故选: B.
",10,5
2011,（新课标）,"4. （5 分) 有 3 个兴趣小组, 甲、乙两位同学各自参加其中一个小组, 每位同 学参加各个小组的可能性相同, 则这两位同学参加同一个兴趣小组的概率为 ( )
A. $\frac{1}{3}$
B. $\frac{1}{2}$
C. $\frac{2}{3}$
D. $\frac{3}{4}$
",A,"解：由题意知本题是一个古典概型,

试验发生包含的事件数是 $3 \times 3=9$ 种结果，

满足条件的事件是这两位同学参加同一个兴趣小组,

由于共有三个小组, 则有 3 种结果,

根据古典概型概率公式得到 $P=\frac{3}{9}=\frac{1}{3}$,

故选: A.
",11,5
2011,（新课标）,"5. (5 分) 已知角 $\theta$ 的顶点与原点重合, 始边与 $\mathrm{x}$ 轴的正半轴重合, 终边在直 线 $y=2 x$ 上, 则 $\cos 2 \theta=(\quad)$
A. $-\frac{4}{5}$
B. $-\frac{3}{5}$
C. $\frac{3}{5}$
D. $\frac{4}{5}$
",B,"解：根据题意可知: $\tan \theta=2$,

所以 $\cos ^{2} \theta=\frac{1}{\sec ^{2} \theta}=\frac{1}{\tan ^{2} \theta+1}=\frac{1}{5}$,

则 $\cos 2 \theta=2 \cos ^{2} \theta-1=2 \times \frac{1}{5}-1=-\frac{3}{5}$.

故选: B.
",12,5
2011,（新课标）,"7. （5 分) 设直线 $\mid$ 过双曲线 $C$ 的一个焦点, 且与 $C$ 的一条对称轴垂直, $\mathrm{I}$ 与 $C$ 交于 $A, B$ 两点, $|A B|$ 为 $C$ 的实轴长的 2 倍, 则 $C$ 的离心率为（）
A. $\sqrt{2}$
B. $\sqrt{3}$
C. 2
D. 3
",B,"解: 不妨设双曲线 $C: \frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1$,

焦点 $F(-c, 0)$, 对称轴 $y=0$,

由题设知 $\frac{c^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1$,

$y= \pm \frac{b^{2}}{a}$

$\therefore \frac{2 b^{2}}{a}=4 a$,

$b^{2}=2 a^{2}$, $c^{2}-a^{2}=2 a^{2}$

$c^{2}=3 a^{2}$

$\therefore \mathrm{e}=\frac{\mathrm{c}}{\mathrm{a}}=\sqrt{3}$

故选: B.
",13,5
2011,（新课标）,"8. (5 分) $\left(x+\frac{a}{x}\right)\left(2 x-\frac{1}{x}\right)^{5}$ 的展开式中各项系数的和为 2 , 则该展开式中常数项 为 $(\quad)$
A. -40
B. -20
C. 20
D. 40
",D,"解: 令二项式中的 $x$ 为 1 得到展开式的各项系数和为 $1+a$

$\therefore 1+a=2$

$\therefore a=1$

$\therefore\left(x+\frac{a}{x}\right)\left(2 x-\frac{1}{x}\right)^{5}=\left(x+\frac{1}{x}\right)\left(2 x-\frac{1}{x}\right)^{5}$

$=x\left(2 x-\frac{1}{x}\right)^{5}+\frac{1}{x}\left(2 x-\frac{1}{x}\right)^{5}$

$\therefore$ 展开式中常数项为 $\left(2 x-\frac{1}{x}\right)$ 的 $\frac{1}{x}$ 与 $x$ 的系数和

$\because\left(2 x-\frac{1}{x}\right)$ 展开式的通项为 $\mathrm{T}_{\mathrm{r}+1}=(-1){ }^{r} 2^{5-}{ }^{r} C_{5}{ }^{r} x^{5-2 r}$

令 5- $2 r=1$ 得 $r=2$; 令 $5-2 r=-1$ 得 $r=3$

展开式中常数项为 $8 C_{5}{ }^{2}-4 C_{5}{ }^{3}=40$

故选: D.
",14,5
2011,（新课标）,"10. (5 分) 已知 $\vec{a}$ 与 $\vec{b}$ 均为单位向量, 其夹角为 $\theta$, 有下列四个命题 $P_{1}: \mid \vec{a}+\vec{b}$ $>1 \Leftrightarrow \theta \in\left[0, \frac{2 \pi}{3}\right) ; P_{2}:|\vec{a}+\vec{b}|>1 \Leftrightarrow \theta \in\left(\frac{2 \pi}{3}, \pi\right] ; P_{3}:|\vec{a}-\vec{b}|>1 \Leftrightarrow \theta \in[0$ ， $\left.\frac{\pi}{3}\right) ; P_{4}:|\vec{a}-\vec{b}|>1 \Leftrightarrow \theta \in\left(\frac{\pi}{3}, \pi\right]$ ；其中的真命题是（ $)$
A. $P_{1}, P_{4}$
B. $P_{1}, P_{3}$
C. $P_{2}, P_{3}$
D. $P_{2}, P_{4}$
",A,"解: 由 $|\vec{a}-\vec{b}|>1$, 得出 $2-2 \cos \theta>1$, 即 $\cos \theta<\frac{1}{2}$, 又 $\theta \in[0, \pi]$, 故 可以得出 $\theta \in\left(\frac{\pi}{3}, \pi\right]$, 故 $P_{3}$ 错误, $P_{4}$ 正确.

由 $|\vec{a}+\vec{b}|>1$, 得出 $2+2 \cos \theta>1$, 即 $\cos \theta>-\frac{1}{2}$, 又 $\theta \in[0, \pi]$, 故可以得出 $\theta \in[0$ ,$\left.\frac{2 \pi}{3}\right)$, 故 $P_{2}$ 错误, $P_{1}$ 正确.

故选: A.
",15,5
2011,（新课标）,"11. (5 分) 设函数 $f(x)=\sin (\omega x+\phi)+\cos (\omega x+\phi)\left(\omega>0,|\phi|<\frac{\pi}{2}\right)$ 的最 小正周期为 $\pi$, 且 $f(-x)=f(x)$ ，则（ $)$
A. $f(x)$ 在 $\left(0, \frac{\pi}{2}\right)$ 单调递减
B. $f(x)$ 在 $\left(\frac{\pi}{4}, \frac{3 \pi}{4}\right)$ 单调递减
C. $f(x)$ 在 $\left(0, \frac{\pi}{2}\right)$ 单调递增
D. $f(x)$ 在 $\left(\frac{\pi}{4}, \frac{3 \pi}{4}\right)$ 单调递增
",A,"解: 由于 $f(x)=\sin (\omega x+\varphi)+\cos (\omega x+\varphi)=\sqrt{2} \sin \left(\omega x+\phi+\frac{\pi}{4}\right)$, 由于该函数的最小正周期为 $\mathrm{T}=\frac{2 \pi}{\omega}$, 得出 $\omega=2$,

又根据 $f(-x)=f(x)$, 得 $\phi+\frac{\pi}{4}=\frac{\pi}{2}+k \pi(k \in Z)$, 以及 $|\phi|<\frac{\pi}{2}$, 得出 $\phi=\frac{\pi}{4}$. 因此, $f(x)=\sqrt{2} \sin \left(2 x+\frac{\pi}{2}\right)=\sqrt{2} \cos 2 x$, 若 $x \in\left(0, \frac{\pi}{2}\right)$, 则 $2 x \in(0, \pi)$, 从而 $f(x)$ 在 $\left(0, \frac{\pi}{2}\right)$ 单调递减, 若 $x \in\left(\frac{\pi}{4}, \frac{3 \pi}{4}\right)$, 则 $2 x \in\left(\frac{\pi}{2}, \frac{3 \pi}{2}\right)$,

该区间不为余弦函数的单调区间, 故 $B, C, D$ 都错, $A$ 正确.

故选: A.
",16,5
2012,（新课标）,"1. （5 分）已知集合 $A=\{1,2,3,4,5\}, B=\{(x, y) \mid x \in A, y \in A, x-y \in A\}$, 则 $B$ 中所含元素的个数为（ $)$
A. 3
B. 6
C. 8
D. 10
",D,"解: 由题意, $x=5$ 时, $y=1,2,3,4$,

$x=4$ 时 $, y=1,2,3$ ，

$x=3$ 时, $y=1,2$,

$x=2$ 时,$y=1$

综上知, $\mathrm{B}$ 中的元素个数为 10 个

故选: D.
",17,5
2012,（新课标）,"2. (5 分) 将 2 名教师, 4 名学生分成 2 个小组, 分别安排到甲、乙两地参加社 会实践活动, 每个小组由 1 名教师和 2 名学生组成, 不同的安排方案共有（ )
A. 12 种
B. 10 种
C. 9 种
D. 8 种
",A,"解：第一步, 为甲地选一名老师, 有 $C_{2}^{1}=2$ 种选法;

第二步, 为甲地选两个学生, 有 $C_{4}^{2}=6$ 种选法;

第三步, 为乙地选 1 名教师和 2 名学生, 有 1 种选法

故不同的安排方案共有 $2 \times 6 \times 1=12$ 种

故选: A.
",18,5
2012,（新课标）,"3. (5 分）下面是关于复数 $z=\frac{2}{-1+i}$ 的四个命题：其中的真命题为 $(\quad)$, $p_{1}:|z|=2$,

$\mathrm{p}_{2}: \mathrm{z}^{2}=2 \mathrm{i}$,

$p_{3}: z$ 的共轭复数为 $1+i$,

$p_{4}: z$ 的虚部为 -1 .
A. $\mathrm{p}_{2}, \mathrm{p}_{3}$
B. $p_{1}, p_{2}$
C. $\mathrm{p}_{2}, \mathrm{p}_{4}$
D. $p_{3}, p_{4}$
",C,"解: $\because z=\frac{2}{-1+i}=\frac{2(-1-i)}{(-1+i)(-1-i)}=-1-i$,

$\therefore p_{1}:|z|=\sqrt{2}$

$p_{2}: z^{2}=2 i$

$p_{3}: z$ 的共轭复数为 $-1+i$, $p_{4}: z$ 的虚部为 -1,

故选: C.
",19,5
2012,（新课标）,"5. (5 分）已知 $\left\{a_{n}\right\}$ 为等比数列, $a_{4}+a_{7}=2, a_{5} a_{6}=-8$, 则 $a_{1}+a_{10}=(\quad)$
A. 7
B. 5
C. -5
D. -7
",D,"解: $\because a_{4}+a_{7}=2$, 由等比数列的性质可得, $a_{5} a_{6}=a_{4} a_{7}=-8$

$\therefore a_{4}=4, a_{7}=-2$ 或 $a_{4}=-2, a_{7}=4$

当 $a_{4}=4, a_{7}=-2$ 时, $q^{3}=-\frac{1}{2}$,

$\therefore a_{1}=-8, a_{10}=1$

$\therefore a_{1}+a_{10}=-7$

当 $a_{4}=-2, a_{7}=4$ 时, $q^{3}=-2$, 则 $a_{10}=-8, a_{1}=1$

$\therefore \mathrm{a}_{1}+\mathrm{a}_{10}=-7$

综上可得, $\mathrm{a}_{1}+\mathrm{a}_{10}=-7$

故选: D.
",20,5
2012,（新课标）,"8. （5 分) 等轴双曲线 $C$ 的中心在原点, 焦点在 $x$ 轴上, $C$ 与抛物线 $y^{2}=16 x$ 的 准线交于点 $A$ 和点 $B,|A B|=4 \sqrt{3}$, 则 $C$ 的实轴长为（ )
A. $\sqrt{2}$
B. $2 \sqrt{2}$
C. 4
D. 8
",C,"解: 设等轴双曲线 $c: x^{2}-y^{2}=a^{2}(a>0)$,

$y^{2}=16 x$ 的准线 $l: x=-4$,

$\because C$ 与抛物线 $y^{2}=16 x$ 的准线 $\mid: x=-4$ 交于 $A, B$ 两点, $|A B|=4 \sqrt{3}$

$\therefore A(-4,2 \sqrt{3})$, B $(-4,-2 \sqrt{3})$,

将 $A$ 点坐标代入双曲线方程得 $\mathrm{a}^{2}=(-4)^{2}-(2 \sqrt{3})^{2}=4$,

$\therefore a=2,2 a=4$.

故选: C.
",21,5
2012,（新课标）,"12. (5 分) 设点 $P$ 在曲线 $y=\frac{1}{2} e^{x}$ 上, 点 $Q$ 在曲线 $y=\ln (2 x)$ 上, 则 $|P Q|$ 最小 值为 $(\quad)$
A. $1-\ln 2$
B. $\sqrt{2}(1-\ln 2)$
C. $1+\ln 2$
D. $\sqrt{2}(1+\ln 2)$
",B,"解: $\because$ 函数 $y=\frac{1}{2} e^{x}$ 与函数 $y=\ln (2 x)$ 互为反函数, 图象关于 $y=x$ 对称, 函数 $y=\frac{1}{2} e^{x}$ 上的点 $P\left(x, \frac{1}{2} e^{x}\right)$ 到直线 $y=x$ 的距离为 $\mathrm{d}=\frac{\left|\frac{1}{2} \mathrm{e}^{\mathrm{x}}-\mathrm{x}\right|}{\sqrt{2}}$, 设 $g(x)=\frac{1}{2} e^{x}-x(x>0)$ ，则 $g^{\prime}(x)=\frac{1}{2} e^{x}-1$, 由 $g^{\prime}(x)=\frac{1}{2} e^{x}-1 \geqslant 0$ 可得 $x \geqslant \ln 2$, 由 $g^{\prime}(x)=\frac{1}{2} e^{x}-1<0$ 可得 $0<x<\ln 2$,

$\therefore$ 函数 $\mathrm{g}(\mathrm{x})$ 在 $(0, \ln 2)$ 单调递减, 在 $[\ln 2,+\infty)$ 单调递增,

$\therefore$ 当 $\mathrm{x}=\ln 2$ 时, 函数 $\mathrm{g}(\mathrm{x})_{\min }=1-\ln 2$,

$\mathrm{d}_{\min }=\frac{1-\ln 2}{\sqrt{2}}$,

由图象关于 $y=x$ 对称得: $|P Q|$ 最小值为 $2 d_{\min }=\sqrt{2}(1-\ln 2)$.

故选: B.
",22,5
2013,（新课标ⅰ）,"1. （5 分）已知集合 $A=\left\{x \mid x^{2}-2 x>0\right\}, B=\{x \mid-\sqrt{5}<x<\sqrt{5}\}$, 则（）
A. $A \cap B=\emptyset$
B. $A \cup B=R$
C. $B \subseteq A$
D. $A \subseteq B$
",B,"解: $\because$ 集合 $A=\left\{x \mid x^{2}-2 x>0\right\}=\{x \mid x>2$ 或 $x<0\}$,

$\therefore A \cap B=\{x \mid 2<x<\sqrt{5}$ 或 $-\sqrt{5}<x<0\}, A \cup B=R$,

故选: B.
",23,5
2013,（新课标ⅰ）,"2. (5 分) 若复数 $z$ 满足 $(3-4 i) z=|4+3 i|$, 则 $z$ 的虚部为（ ）
A. -4
B. $-\frac{4}{5}$
C. 4
D. $\frac{4}{5}$
",D,"解: $\because$ 复数 $z$ 满足 $(3-4 i) z=|4+3 i|, \therefore z=\frac{|4+3 i|}{3-4 i}=\frac{5}{3-4 i}=\frac{5(3+4 i)}{25}=\frac{3}{5}+$ $\frac{4}{5} i$

故 $z$ 的虚部等于 $\frac{4}{5}$,

故选: D.
",24,5
2013,（新课标ⅰ）,"3. (5 分) 为了解某地区中小学生的视力情况, 拟从该地区的中小学生中抽取 部分学生进行调查, 事先已经了解到该地区小学、初中、高中三个学段学生 的视力情况有较大差异, 而男女生视力情况差异不大. 在下面的抽样方法中, 最合理的抽样方法是（）
A. 简单的随机抽样
B. 按性别分层抽样
C. 按学段分层抽样
D. 系统抽样
",C,"解：我们常用的抽样方法有: 简单随机抽样、分层抽样和系统抽样, 而事先已经了解到该地区小学、初中、高中三个学段学生的视力情况有较大差异 ，而男女生视力情况差异不大.

了解某地区中小学生的视力情况, 按学段分层抽样, 这种方式具有代表性, 比较 合理.

故选: C.
",25,5
2013,（新课标ⅰ）,"4. (5 分) 已知双曲线 $\left.C: \frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1 （ a>0, b>0\right)$ 的离心率为 $\frac{\sqrt{5}}{2}$, 则 $C$ 的渐 近线方程为 $(\quad)$
A. $y= \pm \frac{1}{4} x$
B. $y= \pm \frac{1}{3} x$
C. $y= \pm x$
D. $y= \pm \frac{1}{2} x$
",D,"解: 由双曲线 $\left.C: \frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1 （ a>0, b>0\right)$,

则离心率 $e=\frac{c}{a}=\frac{\sqrt{a^{2}+b^{2}}}{a}=\frac{\sqrt{5}}{2}$, 即 $4 b^{2}=a^{2}$,

故渐近线方程为 $y= \pm \frac{b}{a} x= \pm \frac{1}{2} x$,

故选：D.
",26,5
2013,（新课标ⅰ）,"7. (5 分) 设等差数列 $\left\{a_{n}\right\}$ 的前 $n$ 项和为 $S_{n}$, 若 $S_{m-1}=-2, S_{m}=0, S_{m+1}=3$, 则 $m=$
A. 3
B. 4
C. 5
D. 6
",C,"解: $a_{m}=S_{m}-S_{m-1}=2, a_{m+1}=S_{m+1}-S_{m}=3$,

所以公差 $d=a_{m+1}-a_{m}=1$,

$S_{m}=\frac{m\left(a_{1}+a_{m}\right)}{2}=0$

$m-1>0, m>1$, 因此 $m$ 不能为 0 ,

得 $\mathrm{a}_{1}=-2$,

所以 $a_{m}=-2+(m-1) \cdot 1=2$, 解得 $m=5$,

另解: 等差数列 $\left\{a_{n}\right\}$ 的前 $n$ 项和为 $S_{n}$, 即有数列 $\left\{\frac{S_{n}}{n}\right\}$ 成等差数列,

则 $\frac{S_{m-1}}{m-1}, \frac{S_{m}}{m}, \frac{S_{m+1}}{m+1}$ 成等差数列,

可得 $2 \cdot \frac{S_{m}}{m}=\frac{S_{m-1}}{m-1}+\frac{S_{m+1}}{m+1}$,

即有 $0=\frac{-2}{m-1}+\frac{3}{m+1}$, 解得 $m=5$.

又一解：由等差数列的求和公式可得 $\frac{1}{2}(m-1) \quad\left(a_{1}+a_{m-1}\right)=-2$,

$\frac{1}{2} m\left(a_{1}+a_{m}\right)=0, \frac{1}{2}(m+1) \quad\left(a_{1}+a_{m+1}\right)=3$,

可得 $a_{1}=-a_{m},-2 a_{m}+a_{m+1}+a_{m+1}=\frac{6}{m+1}+\frac{-4}{m-1}=0$,

解得 $m=5$.

故选: C.
",27,5
2013,（新课标ⅰ）,"9. （5 分) 设 $\mathrm{m}$ 为正整数, $(x+y)^{2 m}$ 展开式的二项式系数的最大值为 $a,(x+y$ ) $2 m+1$ 展开式的二项式系数的最大值为 $b$, 若 $13 a=7 b$, 则 $m=(\quad)$
A. 5
B. 6
C. 7
D. 8
",B,"解: $\because \mathrm{m}$ 为正整数, 由 $(\mathrm{x}+\mathrm{y}){ }^{2 \mathrm{~m}}$ 展开式的二项式系数的最大值为 $\mathrm{a}$, 以及二项式系数的性质可得 $a=C_{2 \pi}^{m}$,

同理, 由 $(x+y)^{2 m+1}$ 展开式的二项式系数的最大值为 $b$, 可得 $b=C_{2 \pi+1}^{m}=C_{2 \pi+1}^{m+1}$.

再由 $13 a=7 b$, 可得 ${ }^{13} C_{2 m}^{m}=7 C_{2 \pi+1}^{m}$, 即 $13 \times \frac{(2 \pi) !}{m ! \cdot m !}=7 \times \frac{(2 \pi+1) !}{m ! \cdot(m+1) !}$,

即 $13=7 \times \frac{2 \pi+1}{m+1}$, 即 $13(m+1)=7(2 m+1)$, 解得 $m=6$,

故选: B.
",28,5
